recordID,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,customer_id
6393,OK,101,415,no,no,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,yes,59038521.0
8055,MD,141,415,no,no,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,no,57460131.0
8019,ME,105,415,no,no,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,no,58790361.0
7568,KY,58,415,no,no,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,yes,59081810.0
3820,HI,155,415,yes,yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,no,16769820.0
6858,NM,107,415,no,no,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1,yes,7500556.0
12833,UT,72,415,no,no,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,no,32224511.0
511,OH,78,415,no,yes,27,121.9,88,20.72,225.4,75,19.16,90.8,118,4.09,13.0,4,3.51,3,no,22358147.0
701,NY,76,415,no,no,0,223.0,109,37.91,218.7,97,18.59,138.6,126,6.24,11.6,8,3.13,2,no,27781434.0
170,KY,78,415,no,no,0,145.5,124,24.74,143.4,71,12.19,291.1,123,13.1,9.5,5,2.57,3,no,32086340.0
5175,LA,179,408,no,no,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,no,54329438.0
2022,MS,64,408,yes,no,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,yes,308781533.0
1278,NM,138,408,no,no,0,63.7,114,10.83,212.2,132,18.04,247.6,114,11.14,8.8,4,2.38,0,no,3201597.0
574,KS,104,408,no,no,0,191.8,105,32.61,148.7,96,12.64,234.8,123,10.57,19.3,4,5.21,1,no,27833615.0
11506,WY,41,510,no,no,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,no,59038323.0
40,CA,125,510,yes,no,0,158.7,112,26.98,155.7,126,13.23,246.0,110,11.07,8.3,1,2.24,2,yes,27984533.0
9857,NV,162,415,no,no,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2,no,22105480.0
5770,MT,106,415,no,no,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11.0,3,2.97,1,no,67703140.0
11351,AL,141,408,no,no,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,no,56457336.0
6114,IA,152,415,no,no,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,no,31696941.0
933,MA,104,415,no,no,0,285.3,75,48.5,130.8,111,11.12,181.8,99,8.18,10.5,2,2.84,2,no,16852154.0
1563,MS,132,415,yes,no,0,144.3,70,24.53,231.5,125,19.68,304.3,137,13.69,7.0,2,1.89,1,yes,28764645.0
3718,MT,121,408,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,no,25515594.0
5904,WI,73,415,no,no,0,214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,0,no,53494878.0
2146,AZ,140,408,no,no,0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,no,29270865.0
7882,NY,91,415,no,yes,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,no,34158204.0
3313,CT,95,415,no,yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,no,37629300.0
347,SC,125,510,no,no,0,184.1,105,31.3,126.7,123,10.77,241.5,94,10.87,4.7,6,1.27,1,no,802793.0
6734,WA,130,510,no,no,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,no,41948894.0
10836,DC,115,408,no,no,0,178.7,114,30.38,271.0,96,23.04,245.9,94,11.07,16.4,5,4.43,2,no,28635043.0
8205,ID,105,408,no,no,0,232.6,96,39.54,253.4,117,21.54,154.0,101,6.93,10.5,9,2.84,1,no,55470405.0
3860,NY,78,510,no,no,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,no,310286133.0
8622,AL,167,510,no,no,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,no,58451253.0
5936,MD,86,408,no,no,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,no,1152354.0
3711,GA,64,408,no,no,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,no,33220096.0
12810,MI,105,415,no,yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,no,64008808.0
6459,MD,125,408,no,no,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1,no,58881590.0
3147,NJ,66,415,no,yes,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,no,72776453.0
1403,MT,21,415,no,no,0,254.3,87,43.23,215.5,95,18.32,236.3,98,10.63,11.6,5,3.13,1,yes,51338093.0
11440,DC,119,408,no,yes,26,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,no,14205611.0
5822,MN,80,415,no,no,0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,no,3402948.0
5613,OR,151,510,no,no,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,no,27775881.0
2329,SD,65,408,no,yes,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1,no,31764798.0
5606,MO,112,415,no,no,0,335.5,77,57.04,212.5,109,18.06,265.0,132,11.93,12.7,8,3.43,2,yes,51614857.0
7739,AL,88,415,no,no,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1,no,50427319.0
2272,NM,30,415,no,no,0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,no,22816078.0
972,MA,65,408,no,no,0,158.3,71,26.91,168.3,119,14.31,139.9,119,6.3,6.6,6,1.78,2,no,33847229.0
8110,VA,139,415,yes,no,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,no,56831928.0
12851,ME,69,510,no,no,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,no,63719140.0
3083,LA,99,510,no,no,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,no,25135625.0
12338,CT,3,415,no,yes,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,no,69221646.0
1202,ID,73,510,no,yes,33,217.7,108,37.01,245.7,106,20.88,242.9,100,10.93,8.8,6,2.38,1,no,24144305.0
2406,KS,68,510,no,no,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,no,83030.0
4376,MI,132,408,no,no,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,yes,14794648.0
11559,AR,33,408,no,no,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,no,42791442.0
6815,KY,72,415,no,no,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,no,52041522.0
7169,WV,173,415,no,no,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,no,319505038.0
5917,WY,105,415,no,no,0,102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2,no,29671229.0
11414,MI,82,415,no,no,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,no,58047879.0
4692,OR,101,415,no,no,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,no,304496375.0
8873,NY,59,408,no,no,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,2,no,64162696.0
5684,ND,123,408,no,no,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,no,50136597.0
8286,KS,57,415,no,no,0,158.1,117,26.88,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0,no,51994762.0
9920,CT,89,415,no,no,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,no,24538092.0
2860,MD,88,415,yes,no,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,yes,32079220.0
10571,NV,88,415,no,no,0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,yes,24478505.0
5413,NE,85,415,no,no,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,no,29511763.0
5665,ND,147,408,no,no,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,no,68835131.0
6443,ME,102,510,no,no,0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,3,2.24,1,yes,309896561.0
11058,NJ,182,415,no,no,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,yes,33779661.0
2520,KS,149,510,no,no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,no,56828452.0
11208,WY,134,510,no,no,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,yes,58013293.0
11873,IN,122,415,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,no,52644937.0
7334,NM,16,510,no,no,0,144.8,84,24.62,164.9,141,14.02,231.5,75,10.42,8.2,4,2.21,2,no,26059097.0
8078,FL,102,408,no,yes,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,no,22317101.0
2589,RI,65,415,no,no,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,no,59233171.0
2311,OK,49,415,no,no,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,no,28431633.0
10671,MD,139,415,no,no,0,181.6,119,30.87,335.7,118,28.53,149.8,64,6.74,8.3,6,2.24,4,no,69542348.0
5588,NH,114,415,no,no,0,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2.0,1,no,12141875.0
2930,AZ,157,415,no,no,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,no,57768467.0
2528,HI,169,415,no,no,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,no,16730343.0
10842,UT,117,510,no,yes,20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2,no,51901866.0
9658,VA,118,415,no,no,0,154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,2,no,55490098.0
2914,MN,138,415,no,no,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9.0,3,2.43,5,no,32388811.0
10203,MS,101,408,no,no,0,239.0,156,40.63,273.0,106,23.21,278.2,93,12.52,13.5,8,3.65,1,yes,50356435.0
1351,WY,120,408,no,no,0,169.0,87,28.73,111.1,93,9.44,118.7,102,5.34,12.2,3,3.29,3,no,28884013.0
12350,ND,123,408,no,no,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,no,56754781.0
1328,NY,111,510,no,no,0,184.2,92,31.31,215.0,96,18.28,100.1,64,4.5,11.3,4,3.05,1,no,32796518.0
9041,CT,84,510,no,yes,42,165.3,97,28.1,223.5,118,19.0,260.8,72,11.74,7.6,7,2.05,3,no,59607218.0
12593,NV,143,415,no,no,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14.0,6,3.78,0,no,21468137.0
11786,ID,97,408,no,no,0,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,no,15131352.0
6370,SD,86,415,no,no,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,no,28182780.0
6105,AL,72,415,no,no,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,no,34031153.0
7707,WV,125,415,no,no,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,no,54227095.0
211,WY,109,415,yes,yes,46,165.2,85,28.08,136.0,92,11.56,184.8,100,8.32,11.9,5,3.21,1,no,9614488.0
12881,MN,122,415,no,no,0,107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,2,no,10041994.0
5016,NY,161,415,no,no,0,332.9,67,56.59,317.8,97,27.01,160.6,128,7.23,5.4,9,1.46,4,yes,58804865.0
652,OH,50,408,no,no,0,167.7,74,28.51,179.9,98,15.29,166.5,73,7.49,10.9,2,2.94,1,no,33641770.0
10905,AK,103,510,no,no,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,no,54653803.0
11526,OK,35,510,no,yes,37,181.2,76,30.8,177.6,98,15.1,228.0,136,10.26,5.0,3,1.35,2,no,27298280.0
3081,SD,95,408,no,yes,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,no,52130168.0
2120,SD,91,510,no,no,0,149.0,115,25.33,245.3,105,20.85,260.0,94,11.7,8.3,3,2.24,0,no,608000000000.0
3446,CO,54,510,no,yes,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,no,27422468.0
3990,GA,109,510,no,yes,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,10.6,6,2.86,5,no,23814569.0
9606,MI,81,408,no,no,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,no,28451326.0
4582,KS,65,415,no,yes,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,no,37335551.0
10227,IN,68,510,no,no,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,yes,67628024.0
4984,MS,103,510,no,yes,29,164.1,111,27.9,219.1,96,18.62,220.3,108,9.91,12.3,9,3.32,0,no,314332958.0
11033,AL,136,510,no,no,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0,no,22385173.0
5853,KS,149,510,no,no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,no,69606754.0
2814,WA,161,415,no,no,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,no,64426406.0
6785,DE,51,415,yes,no,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,yes,16766305.0
9636,WA,171,408,no,no,0,270.5,69,45.99,230.0,112,19.55,136.0,111,6.12,9.6,5,2.59,1,yes,24267775.0
8730,TX,84,408,no,no,0,138.6,102,23.56,199.0,93,16.92,204.1,137,9.18,7.8,4,2.11,0,no,53608386.0
1471,AL,91,415,no,no,0,271.9,106,46.22,231.9,116,19.71,247.0,110,11.12,9.3,3,2.51,1,yes,29530367.0
485,ID,40,510,no,no,0,146.4,105,24.89,196.4,143,16.69,235.6,123,10.6,9.4,3,2.54,3,no,303900401.0
12866,DC,180,415,no,yes,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,no,40325078.0
2013,VA,141,415,no,no,0,260.2,131,44.23,179.2,120,15.23,135.0,119,6.08,7.2,8,1.94,3,no,34372334.0
1840,NM,25,415,no,no,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,no,302424502.0
399,TN,93,510,no,yes,23,196.0,91,33.32,156.3,107,13.29,200.5,68,9.02,15.3,2,4.13,1,no,24982563.0
11394,LA,94,415,no,no,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,no,15464027.0
1618,RI,152,415,no,no,0,189.5,108,32.22,218.4,69,18.56,291.1,81,13.1,11.0,2,2.97,3,no,28555415.0
909,WV,85,415,no,no,0,116.9,75,19.87,183.3,109,15.58,307.4,119,13.83,10.0,8,2.7,2,no,33582685.0
10858,VA,106,415,no,no,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1,no,38612149.0
9118,MO,107,415,no,yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,no,67841486.0
593,KY,70,408,no,no,0,156.6,82,26.62,193.1,112,16.41,179.8,108,8.09,12.6,1,3.4,1,no,50594068.0
1251,ME,104,415,no,no,0,246.4,108,41.89,205.5,102,17.47,208.1,125,9.36,14.1,8,3.81,2,no,17709940.0
9578,NC,45,408,no,yes,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,no,43723915.0
11724,CO,121,408,no,yes,30,198.4,129,33.73,75.3,77,6.4,181.2,77,8.15,5.8,3,1.57,3,yes,15149842.0
2590,WI,80,415,no,no,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,no,51897452.0
3834,ND,166,510,no,no,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,no,3498698.0
9382,UT,85,510,no,no,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,no,34097691.0
12816,MD,37,415,yes,no,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,no,67638874.0
12848,MI,67,510,no,yes,35,245.4,89,41.72,148.2,102,12.6,274.0,136,12.33,7.5,6,2.03,1,no,2043974.0
9395,ND,132,415,no,yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,no,25590951.0
10981,SC,116,408,no,no,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,yes,22434179.0
12732,NY,68,415,no,yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,no,55633648.0
9868,OR,136,510,no,no,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,yes,27479708.0
6555,ID,169,415,no,no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,no,23763915.0
3989,AR,153,408,no,no,0,154.6,56,26.28,263.0,84,22.36,367.7,89,16.55,15.5,2,4.19,1,no,15628571.0
765,MA,130,408,no,no,0,162.0,62,27.54,278.1,108,23.64,197.5,82,8.89,9.1,4,2.46,1,no,52340130.0
4756,AK,100,415,no,yes,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,no,3214681.0
583,KS,33,415,no,no,0,228.1,77,38.78,176.3,102,14.99,224.5,119,10.1,7.5,1,2.03,0,no,11776523.0
3543,NY,99,415,no,no,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,no,32354516.0
8515,AK,126,415,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,yes,33718933.0
8481,UT,83,408,yes,no,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,no,30420814.0
1881,AZ,86,408,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,no,23732654.0
11391,SD,119,510,no,no,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,no,28868172.0
10235,MO,132,408,no,no,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,no,22069686.0
1800,NJ,78,415,no,no,0,231.0,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,no,57141632.0
11742,MN,50,415,no,no,0,157.1,90,26.71,223.3,72,18.98,181.4,111,8.16,6.1,2,1.65,1,no,304756786.0
8432,MS,120,408,no,no,0,212.1,131,36.06,209.4,104,17.8,167.2,96,7.52,5.3,5,1.43,1,yes,31439177.0
7750,AL,95,415,no,no,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,no,57206971.0
9685,LA,13,415,no,no,0,58.4,121,9.93,262.2,64,22.29,159.0,115,7.15,11.9,5,3.21,1,no,23709942.0
9928,MA,102,415,no,yes,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,no,12303772.0
10172,IA,1,408,no,yes,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1,no,27017581.0
11926,UT,59,510,no,no,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,no,28976884.0
9737,KY,126,510,no,no,0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,no,23857931.0
5080,MD,70,408,no,no,0,170.2,98,28.93,155.2,102,13.19,228.6,76,10.29,15.0,2,4.05,1,no,56600281.0
10865,RI,180,415,no,no,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,no,32231763.0
11232,CT,107,408,no,no,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,no,910901.0
5363,OH,39,415,no,yes,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12.0,5,3.24,1,no,54967138.0
5703,KS,99,415,no,no,0,191.2,110,32.5,163.9,102,13.93,243.6,114,10.96,14.1,3,3.81,1,no,34524892.0
2609,IA,63,510,no,no,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,no,36110625.0
9650,MT,10,510,no,no,0,183.0,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,2,no,29530003.0
6754,VT,63,415,no,no,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,no,28547628.0
9257,MS,1,415,no,no,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,no,57184061.0
11934,NH,119,408,no,no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,no,57162422.0
5465,ND,105,415,no,yes,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,no,33261231.0
10841,VT,43,408,no,no,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0,no,25106139.0
12157,IN,78,415,no,no,0,208.9,119,35.51,252.4,132,21.45,280.2,120,12.61,12.8,7,3.46,0,no,4253746.0
8656,VA,104,408,no,no,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10.0,3,2.7,0,no,52773751.0
3910,CO,192,415,no,no,0,185.0,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,no,51622348.0
1808,DE,110,510,no,no,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,no,38461083.0
1276,AZ,89,510,no,yes,24,197.8,84,33.63,223.2,117,18.97,201.7,132,9.08,5.7,4,1.54,1,no,47946330.0
6144,MI,105,415,no,yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,no,31791387.0
5884,WY,42,408,no,no,0,146.3,84,24.87,255.9,113,21.75,45.0,117,2.03,8.0,12,2.16,1,no,22722144.0
8181,AL,91,408,yes,no,0,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,no,54499124.0
6045,NY,94,510,yes,no,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,no,12543039.0
5928,UT,81,415,no,yes,24,130.1,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0,no,77135960.0
10317,SC,114,510,no,yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,no,67424556.0
9422,IN,105,510,no,yes,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,no,69255859.0
5115,AZ,63,415,no,no,0,58.9,125,10.01,169.6,59,14.42,211.4,88,9.51,9.4,3,2.54,1,no,51096618.0
4656,VA,105,415,no,no,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,no,54196217.0
9801,DE,67,415,yes,yes,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,yes,59674325.0
1635,GA,122,408,no,no,0,93.3,109,15.86,214.4,104,18.22,176.7,104,7.95,12.1,2,3.27,0,no,307474007.0
1370,OR,45,415,no,yes,32,235.0,85,39.95,240.5,101,20.44,147.1,88,6.62,7.7,3,2.08,2,no,54196027.0
741,MT,78,510,no,no,0,185.8,102,31.59,251.6,88,21.39,202.8,86,9.13,13.3,6,3.59,2,no,4773974.0
5836,GA,27,510,no,no,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,no,53323176.0
11921,TX,97,415,yes,no,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,no,52131323.0
1189,SC,89,415,no,no,0,159.4,126,27.1,207.0,108,17.6,141.6,121,6.37,11.1,4,3.0,1,no,25703414.0
2955,OH,149,408,no,no,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,no,17487869.0
8865,AL,77,415,no,no,0,163.0,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,1.81,2,no,310246624.0
4099,SD,183,415,no,yes,31,171.2,104,29.1,193.6,74,16.46,196.5,85,8.84,10.2,4,2.75,1,no,38305926.0
6976,WA,71,408,no,no,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,no,309394716.0
9984,OK,91,408,no,yes,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,no,38708160.0
10792,LA,163,408,no,yes,23,224.0,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,no,57359895.0
4615,ND,145,415,no,no,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1,yes,50827153.0
11511,NM,84,408,no,yes,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,no,67856203.0
10030,PA,141,510,no,no,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,no,53919213.0
7736,TX,90,415,yes,yes,26,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,yes,29054715.0
2020,AR,79,408,no,no,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,no,31404072.0
4872,ID,105,408,no,no,0,232.6,96,39.54,253.4,117,21.54,154.0,101,6.93,10.5,9,2.84,1,no,29009610.0
4803,WV,120,510,no,no,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,no,5308804.0
12738,PA,134,408,no,no,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,no,27171826.0
10887,VT,67,408,no,no,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10.0,2,2.7,6,no,15915507.0
6518,FL,130,415,no,no,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,no,33659152.0
11729,MN,74,510,no,yes,33,193.7,91,32.93,246.1,96,20.92,138.0,92,6.21,14.6,3,3.94,2,no,5282868.0
